state_code,year,race,origin,sex,age_group,population,is_projection
AL,2023,asian,non-hisp,m,40-44,2421,0
AL,2023,asian,non-hisp,f,40-44,2421,0
AL,2023,asian,non-hisp,m,45-49,2306,0
AL,2023,asian,non-hisp,f,45-49,2306,0
AL,2023,asian,non-hisp,m,50-54,2460,0
AL,2023,asian,non-hisp,f,50-54,2460,0
AL,2023,asian,non-hisp,m,55-59,2575,0
AL,2023,asian,non-hisp,f,55-59,2575,0
AL,2023,asian,non-hisp,m,60-64,2460,0
AL,2023,asian,non-hisp,f,60-64,2460,0
AL,2023,asian,non-hisp,m,65-69,2075,0
AL,2023,asian,non-hisp,f,65-69,2075,0
AL,2023,asian,non-hisp,m,70-74,1729,0
AL,2023,asian,non-hisp,f,70-74,1729,0
AL,2023,asian,non-hisp,m,75-79,1230,0
AL,2023,asian,non-hisp,f,75-79,1230,0
AL,2023,asian,non-hisp,m,80-84,615,0
AL,2023,asian,non-hisp,f,80-84,922,0
AL,2023,asian,non-hisp,m,85+,646,0
AL,2023,asian,non-hisp,f,85+,968,0
AL,2023,other,non-hisp,m,0-4,6126,0
AL,2023,other,non-hisp,f,0-4,6126,0
AL,2023,other,non-hisp,m,5-9,6337,0
AL,2023,other,non-hisp,f,5-9,6337,0
AL,2023,other,non-hisp,m,10-14,6760,0
AL,2023,other,non-hisp,f,10-14,6760,0
AL,2023,other,non-hisp,m,15-19,6760,0
AL,2023,other,non-hisp,f,15-19,6760,0
AL,2023,other,non-hisp,m,20-24,6971,0
AL,2023,other,non-hisp,f,20-24,6971,0
AL,2023,other,non-hisp,m,25-29,7393,0
AL,2023,other,non-hisp,f,25-29,7393,0
AL,2023,other,non-hisp,m,30-34,7393,0
AL,2023,other,non-hisp,f,30-34,7393,0
AL,2023,other,non-hisp,m,35-39,7182,0
AL,2023,other,non-hisp,f,35-39,7182,0
AL,2023,other,non-hisp,m,40-44,6654,0
AL,2023,other,non-hisp,f,40-44,6654,0
AL,2023,other,non-hisp,m,45-49,6337,0
AL,2023,other,non-hisp,f,45-49,6337,0
AL,2023,other,non-hisp,m,50-54,6760,0
AL,2023,other,non-hisp,f,50-54,6760,0
AL,2023,other,non-hisp,m,55-59,7077,0
AL,2023,other,non-hisp,f,55-59,7077,0
AL,2023,other,non-hisp,m,60-64,6760,0
AL,2023,other,non-hisp,f,60-64,6760,0
AL,2023,other,non-hisp,m,65-69,5704,0
AL,2023,other,non-hisp,f,65-69,5704,0
AL,2023,other,non-hisp,m,70-74,4753,0
AL,2023,other,non-hisp,f,70-74,4753,0
AL,2023,other,non-hisp,m,75-79,3380,0
AL,2023,other,non-hisp,f,75-79,3380,0
AL,2023,other,non-hisp,m,80-84,1690,0
AL,2023,other,non-hisp,f,80-84,2535,0
AL,2023,other,non-hisp,m,85+,1774,0
AL,2023,other,non-hisp,f,85+,2662,0
AL,2023,white,hisp,m,0-4,1982,0
AL,2023,white,hisp,f,0-4,1982,0
AL,2023,white,hisp,m,5-9,2051,0
AL,2023,white,hisp,f,5-9,2051,0
AL,2023,white,hisp,m,10-14,2187,0
AL,2023,white,hisp,f,10-14,2187,0
AL,2023,white,hisp,m,15-19,2187,0
AL,2023,white,hisp,f,15-19,2187,0
AL,2023,white,hisp,m,20-24,2256,0
AL,2023,white,hisp,f,20-24,2256,0
AL,2023,white,hisp,m,25-29,2392,0
AL,2023,white,hisp,f,25-29,2392,0
AL,2023,white,hisp,m,30-34,2392,0
AL,2023,white,hisp,f,30-34,2392,0
AL,2023,white,hisp,m,35-39,2324,0
AL,2023,white,hisp,f,35-39,2324,0
AL,2023,white,hisp,m,40-44,2153,0
AL,2023,white,hisp,f,40-44,2153,0
AL,2023,white,hisp,m,45-49,2051,0
AL,2023,white,hisp,f,45-49,2051,0
AL,2023,white,hisp,m,50-54,2187,0
AL,2023,white,hisp,f,50-54,2187,0
AL,2023,white,hisp,m,55-59,2290,0
AL,2023,white,hisp,f,55-59,2290,0
AL,2023,white,hisp,m,60-64,2187,0
AL,2023,white,hisp,f,60-64,2187,0
AL,2023,white,hisp,m,65-69,1846,0
AL,2023,white,hisp,f,65-69,1846,0
AL,2023,white,hisp,m,70-74,1538,0
AL,2023,white,hisp,f,70-74,1538,0
AL,2023,white,hisp,m,75-79,1094,0
AL,2023,white,hisp,f,75-79,1094,0
AL,2023,white,hisp,m,80-84,547,0
AL,2023,white,hisp,f,80-84,820,0
AL,2023,white,hisp,m,85+,574,0
AL,2023,white,hisp,f,85+,861,0
AL,2023,black,hisp,m,0-4,142,0
AL,2023,black,hisp,f,0-4,142,0
AL,2023,black,hisp,m,5-9,146,0
AL,2023,black,hisp,f,5-9,146,0
AL,2023,black,hisp,m,10-14,156,0
AL,2023,black,hisp,f,10-14,156,0
AL,2023,black,hisp,m,15-19,156,0
AL,2023,black,hisp,f,15-19,156,0
AL,2023,black,hisp,m,20-24,161,0
AL,2023,black,hisp,f,20-24,161,0
AL,2023,black,hisp,m,25-29,171,0
AL,2023,black,hisp,f,25-29,171,0
AL,2023,black,hisp,m,30-34,171,0
AL,2023,black,hisp,f,30-34,171,0
AL,2023,black,hisp,m,35-39,166,0
AL,2023,black,hisp,f,35-39,166,0
AL,2023,black,hisp,m,40-44,154,0
AL,2023,black,hisp,f,40-44,154,0
AL,2023,black,hisp,m,45-49,146,0
AL,2023,black,hisp,f,45-49,146,0
AL,2023,black,hisp,m,50-54,156,0
AL,2023,black,hisp,f,50-54,156,0
AL,2023,black,hisp,m,55-59,164,0
AL,2023,black,hisp,f,55-59,164,0
AL,2023,black,hisp,m,60-64,156,0
AL,2023,black,hisp,f,60-64,156,0
AL,2023,black,hisp,m,65-69,132,0
AL,2023,black,hisp,f,65-69,132,0
AL,2023,black,hisp,m,70-74,110,0
AL,2023,black,hisp,f,70-74,110,0
AL,2023,black,hisp,m,75-79,78,0
AL,2023,black,hisp,f,75-79,78,0
AL,2023,black,hisp,m,80-84,39,0
AL,2023,black,hisp,f,80-84,59,0
AL,2023,black,hisp,m,85+,41,0
AL,2023,black,hisp,f,85+,62,0
AL,2023,asian,hisp,m,0-4,17,0
AL,2023,asian,hisp,f,0-4,17,0
AL,2023,asian,hisp,m,5-9,18,0
AL,2023,asian,hisp,f,5-9,18,0
AL,2023,asian,hisp,m,10-14,19,0
AL,2023,asian,hisp,f,10-14,19,0
AL,2023,asian,hisp,m,15-19,19,0
AL,2023,asian,hisp,f,15-19,19,0
AL,2023,asian,hisp,m,20-24,19,0
AL,2023,asian,hisp,f,20-24,19,0
AL,2023,asian,hisp,m,25-29,20,0
AL,2023,asian,hisp,f,25-29,20,0
AL,2023,asian,hisp,m,30-34,20,0
AL,2023,asian,hisp,f,30-34,20,0
AL,2023,asian,hisp,m,35-39,20,0
AL,2023,asian,hisp,f,35-39,20,0
AL,2023,asian,hisp,m,40-44,18,0
AL,2023,asian,hisp,f,40-44,18,0
AL,2023,asian,hisp,m,45-49,18,0
AL,2023,asian,hisp,f,45-49,18,0
AL,2023,asian,hisp,m,50-54,19,0
AL,2023,asian,hisp,f,50-54,19,0
AL,2023,asian,hisp,m,55-59,20,0
AL,2023,asian,hisp,f,55-59,20,0
AL,2023,asian,hisp,m,60-64,19,0
AL,2023,asian,hisp,f,60-64,19,0
AL,2023,asian,hisp,m,65-69,16,0
AL,2023,asian,hisp,f,65-69,16,0
AL,2023,asian,hisp,m,70-74,13,0
AL,2023,asian,hisp,f,70-74,13,0
AL,2023,asian,hisp,m,75-79,9,0
AL,2023,asian,hisp,f,75-79,9,0
AL,2023,asian,hisp,m,80-84,5,0
AL,2023,asian,hisp,f,80-84,7,0
AL,2023,asian,hisp,m,85+,5,0
AL,2023,asian,hisp,f,85+,7,0
AL,2023,other,hisp,m,0-4,6295,0
AL,2023,other,hisp,f,0-4,6295,0
AL,2023,other,hisp,m,5-9,6513,0
AL,2023,other,hisp,f,5-9,6513,0
AL,2023,other,hisp,m,10-14,6947,0
AL,2023,other,hisp,f,10-14,6947,0
AL,2023,other,hisp,m,15-19,6947,0
AL,2023,other,hisp,f,15-19,6947,0
AL,2023,other,hisp,m,20-24,7164,0
AL,2023,other,hisp,f,20-24,7164,0
AL,2023,other,hisp,m,25-29,7598,0
AL,2023,other,hisp,f,25-29,7598,0
AL,2023,other,hisp,m,30-34,7598,0
AL,2023,other,hisp,f,30-34,7598,0
AL,2023,other,hisp,m,35-39,7381,0
AL,2023,other,hisp,f,35-39,7381,0
AL,2023,other,hisp,m,40-44,6838,0
AL,2023,other,hisp,f,40-44,6838,0
AL,2023,other,hisp,m,45-49,6513,0
AL,2023,other,hisp,f,45-49,6513,0
AL,2023,other,hisp,m,50-54,6947,0
AL,2023,other,hisp,f,50-54,6947,0
AL,2023,other,hisp,m,55-59,7272,0
AL,2023,other,hisp,f,55-59,7272,0
AL,2023,other,hisp,m,60-64,6947,0
AL,2023,other,hisp,f,60-64,6947,0
AL,2023,other,hisp,m,65-69,5861,0
AL,2023,other,hisp,f,65-69,5861,0
AL,2023,other,hisp,m,70-74,4884,0
AL,2023,other,hisp,f,70-74,4884,0
AL,2023,other,hisp,m,75-79,3473,0
AL,2023,other,hisp,f,75-79,3473,0
AL,2023,other,hisp,m,80-84,1737,0
AL,2023,other,hisp,f,80-84,2605,0
AL,2023,other,hisp,m,85+,1824,0
AL,2023,other,hisp,f,85+,2735,0
AK,2023,white,non-hisp,m,0-4,12264,0
AK,2023,white,non-hisp,f,0-4,12264,0
AK,2023,white,non-hisp,m,5-9,12686,0
AK,2023,white,non-hisp,f,5-9,12686,0
AK,2023,white,non-hisp,m,10-14,13532,0
AK,2023,white,non-hisp,f,10-14,13532,0
AK,2023,white,non-hisp,m,15-19,13532,0
AK,2023,white,non-hisp,f,15-19,13532,0
AK,2023,white,non-hisp,m,20-24,13955,0
AK,2023,white,non-hisp,f,20-24,13955,0
AK,2023,white,non-hisp,m,25-29,14801,0
AK,2023,white,non-hisp,f,25-29,14801,0
AK,2023,white,non-hisp,m,30-34,14801,0
AK,2023,white,non-hisp,f,30-34,14801,0
AK,2023,white,non-hisp,m,35-39,14378,0
AK,2023,white,non-hisp,f,35-39,14378,0
AK,2023,white,non-hisp,m,40-44,13321,0
AK,2023,white,non-hisp,f,40-44,13321,0
AK,2023,white,non-hisp,m,45-49,12686,0
AK,2023,white,non-hisp,f,45-49,12686,0
AK,2023,white,non-hisp,m,50-54,13532,0
AK,2023,white,non-hisp,f,50-54,13532,0
AK,2023,white,non-hisp,m,55-59,14167,0
AK,2023,white,non-hisp,f,55-59,14167,0
AK,2023,white,non-hisp,m,60-64,13532,0
AK,2023,white,non-hisp,f,60-64,13532,0
AK,2023,white,non-hisp,m,65-69,11418,0
AK,2023,white,non-hisp,f,65-69,11418,0
AK,2023,white,non-hisp,m,70-74,9515,0
AK,2023,white,non-hisp,f,70-74,9515,0
AK,2023,white,non-hisp,m,75-79,6766,0
AK,2023,white,non-hisp,f,75-79,6766,0
AK,2023,white,non-hisp,m,80-84,3383,0
AK,2023,white,non-hisp,f,80-84,5075,0
AK,2023,white,non-hisp,m,85+,3552,0
AK,2023,white,non-hisp,f,85+,5328,0
AK,2023,black,non-hisp,m,0-4,588,0
AK,2023,black,non-hisp,f,0-4,588,0
AK,2023,black,non-hisp,m,5-9,608,0
AK,2023,black,non-hisp,f,5-9,608,0
AK,2023,black,non-hisp,m,10-14,649,0
AK,2023,black,non-hisp,f,10-14,649,0
AK,2023,black,non-hisp,m,15-19,649,0
AK,2023,black,non-hisp,f,15-19,649,0
AK,2023,black,non-hisp,m,20-24,669,0
AK,2023,black,non-hisp,f,20-24,669,0
AK,2023,black,non-hisp,m,25-29,710,0
AK,2023,black,non-hisp,f,25-29,710,0
AK,2023,black,non-hisp,m,30-34,710,0
AK,2023,black,non-hisp,f,30-34,710,0
AK,2023,black,non-hisp,m,35-39,689,0
AK,2023,black,non-hisp,f,35-39,689,0
AK,2023,black,non-hisp,m,40-44,639,0
AK,2023,black,non-hisp,f,40-44,639,0
AK,2023,black,non-hisp,m,45-49,608,0
AK,2023,black,non-hisp,f,45-49,608,0
AK,2023,black,non-hisp,m,50-54,649,0
AK,2023,black,non-hisp,f,50-54,649,0
AK,2023,black,non-hisp,m,55-59,679,0
AK,2023,black,non-hisp,f,55-59,679,0
AK,2023,black,non-hisp,m,60-64,649,0
AK,2023,black,non-hisp,f,60-64,649,0
AK,2023,black,non-hisp,m,65-69,547,0
AK,2023,black,non-hisp,f,65-69,547,0
AK,2023,black,non-hisp,m,70-74,456,0
AK,2023,black,non-hisp,f,70-74,456,0
AK,2023,black,non-hisp,m,75-79,324,0
AK,2023,black,non-hisp,f,75-79,324,0
AK,2023,black,non-hisp,m,80-84,162,0
AK,2023,black,non-hisp,f,80-84,243,0
AK,2023,black,non-hisp,m,85+,170,0
AK,2023,black,non-hisp,f,85+,255,0
AK,2023,asian,non-hisp,m,0-4,1244,0
AK,2023,asian,non-hisp,f,0-4,1244,0
AK,2023,asian,non-hisp,m,5-9,1287,0
AK,2023,asian,non-hisp,f,5-9,1287,0
AK,2023,asian,non-hisp,m,10-14,1373,0
AK,2023,asian,non-hisp,f,10-14,1373,0
AK,2023,asian,non-hisp,m,15-19,1373,0
AK,2023,asian,non-hisp,f,15-19,1373,0
AK,2023,asian,non-hisp,m,20-24,1416,0
AK,2023,asian,non-hisp,f,20-24,1416,0
AK,2023,asian,non-hisp,m,25-29,1502,0
AK,2023,asian,non-hisp,f,25-29,1502,0
AK,2023,asian,non-hisp,m,30-34,1502,0
AK,2023,asian,non-hisp,f,30-34,1502,0
AK,2023,asian,non-hisp,m,35-39,1459,0
AK,2023,asian,non-hisp,f,35-39,1459,0
AK,2023,asian,non-hisp,m,40-44,1352,0
AK,2023,asian,non-hisp,f,40-44,1352,0
AK,2023,asian,non-hisp,m,45-49,1287,0
AK,2023,asian,non-hisp,f,45-49,1287,0
AK,2023,asian,non-hisp,m,50-54,1373,0
AK,2023,asian,non-hisp,f,50-54,1373,0
AK,2023,asian,non-hisp,m,55-59,1437,0
AK,2023,asian,non-hisp,f,55-59,1437,0
AK,2023,asian,non-hisp,m,60-64,1373,0
AK,2023,asian,non-hisp,f,60-64,1373,0
AK,2023,asian,non-hisp,m,65-69,1159,0
AK,2023,asian,non-hisp,f,65-69,1159,0
AK,2023,asian,non-hisp,m,70-74,965,0
AK,2023,asian,non-hisp,f,70-74,965,0
AK,2023,asian,non-hisp,m,75-79,687,0
AK,2023,asian,non-hisp,f,75-79,687,0
AK,2023,asian,non-hisp,m,80-84,343,0
AK,2023,asian,non-hisp,f,80-84,515,0
AK,2023,asian,non-hisp,m,85+,360,0
AK,2023,asian,non-hisp,f,85+,541,0
AK,2023,other,non-hisp,m,0-4,5582,0
AK,2023,other,non-hisp,f,0-4,5582,0
AK,2023,other,non-hisp,m,5-9,5774,0
AK,2023,other,non-hisp,f,5-9,5774,0
AK,2023,other,non-hisp,m,10-14,6159,0
AK,2023,other,non-hisp,f,10-14,6159,0
AK,2023,other,non-hisp,m,15-19,6159,0
AK,2023,other,non-hisp,f,15-19,6159,0
AK,2023,other,non-hisp,m,20-24,6352,0
AK,2023,other,non-hisp,f,20-24,6352,0
AK,2023,other,non-hisp,m,25-29,6737,0
AK,2023,other,non-hisp,f,25-29,6737,0
AK,2023,other,non-hisp,m,30-34,6737,0
AK,2023,other,non-hisp,f,30-34,6737,0
AK,2023,other,non-hisp,m,35-39,6544,0
AK,2023,other,non-hisp,f,35-39,6544,0
AK,2023,other,non-hisp,m,40-44,6063,0
AK,2023,other,non-hisp,f,40-44,6063,0
AK,2023,other,non-hisp,m,45-49,5774,0
AK,2023,other,non-hisp,f,45-49,5774,0
AK,2023,other,non-hisp,m,50-54,6159,0
AK,2023,other,non-hisp,f,50-54,6159,0
AK,2023,other,non-hisp,m,55-59,6448,0
AK,2023,other,non-hisp,f,55-59,6448,0
AK,2023,other,non-hisp,m,60-64,6159,0
AK,2023,other,non-hisp,f,60-64,6159,0
AK,2023,other,non-hisp,m,65-69,5197,0
AK,2023,other,non-hisp,f,65-69,5197,0
AK,2023,other,non-hisp,m,70-74,4331,0
AK,2023,other,non-hisp,f,70-74,4331,0
AK,2023,other,non-hisp,m,75-79,3080,0
AK,2023,other,non-hisp,f,75-79,3080,0
AK,2023,other,non-hisp,m,80-84,1540,0
AK,2023,other,non-hisp,f,80-84,2310,0
AK,2023,other,non-hisp,m,85+,1617,0
AK,2023,other,non-hisp,f,85+,2425,0
AK,2023,white,hisp,m,0-4,405,0
AK,2023,white,hisp,f,0-4,405,0
AK,2023,white,hisp,m,5-9,419,0
AK,2023,white,hisp,f,5-9,419,0
AK,2023,white,hisp,m,10-14,447,0
AK,2023,white,hisp,f,10-14,447,0
AK,2023,white,hisp,m,15-19,447,0
AK,2023,white,hisp,f,15-19,447,0
AK,2023,white,hisp,m,20-24,461,0
AK,2023,white,hisp,f,20-24,461,0
AK,2023,white,hisp,m,25-29,489,0
AK,2023,white,hisp,f,25-29,489,0
AK,2023,white,hisp,m,30-34,489,0
AK,2023,white,hisp,f,30-34,489,0
AK,2023,white,hisp,m,35-39,475,0
AK,2023,white,hisp,f,35-39,475,0
AK,2023,white,hisp,m,40-44,440,0
AK,2023,white,hisp,f,40-44,440,0
AK,2023,white,hisp,m,45-49,419,0
AK,2023,white,hisp,f,45-49,419,0
AK,2023,white,hisp,m,50-54,447,0
AK,2023,white,hisp,f,50-54,447,0
AK,2023,white,hisp,m,55-59,468,0
AK,2023,white,hisp,f,55-59,468,0
AK,2023,white,hisp,m,60-64,447,0
AK,2023,white,hisp,f,60-64,447,0
AK,2023,white,hisp,m,65-69,377,0
AK,2023,white,hisp,f,65-69,377,0
AK,2023,white,hisp,m,70-74,315,0
AK,2023,white,hisp,f,70-74,315,0
AK,2023,white,hisp,m,75-79,224,0
AK,2023,white,hisp,f,75-79,224,0
AK,2023,white,hisp,m,80-84,112,0
AK,2023,white,hisp,f,80-84,168,0
AK,2023,white,hisp,m,85+,117,0
AK,2023,white,hisp,f,85+,176,0
AK,2023,black,hisp,m,0-4,22,0
AK,2023,black,hisp,f,0-4,22,0
AK,2023,black,hisp,m,5-9,22,0
AK,2023,black,hisp,f,5-9,22,0
AK,2023,black,hisp,m,10-14,24,0
AK,2023,black,hisp,f,10-14,24,0
AK,2023,black,hisp,m,15-19,24,0
AK,2023,black,hisp,f,15-19,24,0
AK,2023,black,hisp,m,20-24,25,0
AK,2023,black,hisp,f,20-24,25,0
AK,2023,black,hisp,m,25-29,26,0
AK,2023,black,hisp,f,25-29,26,0
AK,2023,black,hisp,m,30-34,26,0
AK,2023,black,hisp,f,30-34,26,0
AK,2023,black,hisp,m,35-39,25,0
AK,2023,black,hisp,f,35-39,25,0
AK,2023,black,hisp,m,40-44,23,0
AK,2023,black,hisp,f,40-44,23,0
AK,2023,black,hisp,m,45-49,22,0
AK,2023,black,hisp,f,45-49,22,0
AK,2023,black,hisp,m,50-54,24,0
AK,2023,black,hisp,f,50-54,24,0
AK,2023,black,hisp,m,55-59,25,0
AK,2023,black,hisp,f,55-59,25,0
AK,2023,black,hisp,m,60-64,24,0
AK,2023,black,hisp,f,60-64,24,0
AK,2023,black,hisp,m,65-69,20,0
AK,2023,black,hisp,f,65-69,20,0
AK,2023,black,hisp,m,70-74,17,0
AK,2023,black,hisp,f,70-74,17,0
AK,2023,black,hisp,m,75-79,12,0
AK,2023,black,hisp,f,75-79,12,0
AK,2023,black,hisp,m,80-84,6,0
AK,2023,black,hisp,f,80-84,9,0
AK,2023,black,hisp,m,85+,6,0
AK,2023,black,hisp,f,85+,9,0
AK,2023,asian,hisp,m,0-4,12,0
AK,2023,asian,hisp,f,0-4,12,0
AK,2023,asian,hisp,m,5-9,13,0
AK,2023,asian,hisp,f,5-9,13,0
AK,2023,asian,hisp,m,10-14,13,0
AK,2023,asian,hisp,f,10-14,13,0
AK,2023,asian,hisp,m,15-19,13,0
AK,2023,asian,hisp,f,15-19,13,0
AK,2023,asian,hisp,m,20-24,14,0
AK,2023,asian,hisp,f,20-24,14,0
AK,2023,asian,hisp,m,25-29,15,0
AK,2023,asian,hisp,f,25-29,15,0
AK,2023,asian,hisp,m,30-34,15,0
AK,2023,asian,hisp,f,30-34,15,0
AK,2023,asian,hisp,m,35-39,14,0
AK,2023,asian,hisp,f,35-39,14,0
AK,2023,asian,hisp,m,40-44,13,0
AK,2023,asian,hisp,f,40-44,13,0
AK,2023,asian,hisp,m,45-49,13,0
AK,2023,asian,hisp,f,45-49,13,0
AK,2023,asian,hisp,m,50-54,13,0
AK,2023,asian,hisp,f,50-54,13,0
AK,2023,asian,hisp,m,55-59,14,0
AK,2023,asian,hisp,f,55-59,14,0
AK,2023,asian,hisp,m,60-64,13,0
AK,2023,asian,hisp,f,60-64,13,0
AK,2023,asian,hisp,m,65-69,11,0
AK,2023,asian,hisp,f,65-69,11,0
AK,2023,asian,hisp,m,70-74,9,0
AK,2023,asian,hisp,f,70-74,9,0
AK,2023,asian,hisp,m,75-79,7,0
AK,2023,asian,hisp,f,75-79,7,0
AK,2023,asian,hisp,m,80-84,3,0
AK,2023,asian,hisp,f,80-84,5,0
AK,2023,asian,hisp,m,85+,4,0
AK,2023,asian,hisp,f,85+,5,0
AK,2023,other,hisp,m,0-4,1152,0
AK,2023,other,hisp,f,0-4,1152,0
AK,2023,other,hisp,m,5-9,1191,0
AK,2023,other,hisp,f,5-9,1191,0
AK,2023,other,hisp,m,10-14,1271,0
AK,2023,other,hisp,f,10-14,1271,0
AK,2023,other,hisp,m,15-19,1271,0
AK,2023,other,hisp,f,15-19,1271,0
AK,2023,other,hisp,m,20-24,1311,0
AK,2023,other,hisp,f,20-24,1311,0
AK,2023,other,hisp,m,25-29,1390,0
AK,2023,other,hisp,f,25-29,1390,0
AK,2023,other,hisp,m,30-34,1390,0
AK,2023,other,hisp,f,30-34,1390,0
AK,2023,other,hisp,m,35-39,1350,0
AK,2023,other,hisp,f,35-39,1350,0
AK,2023,other,hisp,m,40-44,1251,0
AK,2023,other,hisp,f,40-44,1251,0
AK,2023,other,hisp,m,45-49,1191,0
AK,2023,other,hisp,f,45-49,1191,0
AK,2023,other,hisp,m,50-54,1271,0
AK,2023,other,hisp,f,50-54,1271,0
AK,2023,other,hisp,m,55-59,1330,0
AK,2023,other,hisp,f,55-59,1330,0
AK,2023,other,hisp,m,60-64,1271,0
AK,2023,other,hisp,f,60-64,1271,0
AK,2023,other,hisp,m,65-69,1072,0
AK,2023,other,hisp,f,65-69,1072,0
AK,2023,other,hisp,m,70-74,894,0
AK,2023,other,hisp,f,70-74,894,0
AK,2023,other,hisp,m,75-79,635,0
AK,2023,other,hisp,f,75-79,635,0
AK,2023,other,hisp,m,80-84,318,0
AK,2023,other,hisp,f,80-84,477,0
AK,2023,other,hisp,m,85+,334,0
AK,2023,other,hisp,f,85+,500,0
AZ,2023,white,non-hisp,m,0-4,112653,0
AZ,2023,white,non-hisp,f,0-4,112653,0
AZ,2023,white,non-hisp,m,5-9,116537,0
AZ,2023,white,non-hisp,f,5-9,116537,0
AZ,2023,white,non-hisp,m,10-14,124306,0
AZ,2023,white,non-hisp,f,10-14,124306,0
AZ,2023,white,non-hisp,m,15-19,124306,0
AZ,2023,white,non-hisp,f,15-19,124306,0
AZ,2023,white,non-hisp,m,20-24,128191,0
